"IBM Posto","Nome Posto","Data","Hora","Tipo","Bomba","Bico","Produto","Volume (L)","Valor a Receber","Desconto Posto","Desconto Shell","Creditos no Shellbox","Shell Box Clube","Valor Pago Cliente","Cod. Status Transacao","Status Transacao","ID Frentista","ID Transacao","ID do Produto","Payout Status","Pagamento ID 1","Parceiro","Codigo do Voucher","Nome da Campanha","Data de inicio da Transação","Categoria"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","08:18:46","Abastecimento","2","3","Etanol Comum","44.5","R$ 186,46","R$ 4,45","R$ 0,00","R$ 0,00","R$ 2,59","R$ 179,42","3","Sucesso","B32809EED033236E","189956571","21","","-","-","-","-","2025-01-19 11:18:12.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","07:01:18","Abastecimento","3","6","Gasolina Comum","6.67","R$ 41,29","R$ 0,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 40,62","3","Sucesso","B32809D538851035","189952309","11","","99771444974","Mercado Pago","-","-","2025-01-19 10:01:02.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","06:51:40","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033236E","189951951","11","","429ef5b9-27a3-4165-a5b6-35bf30434f53","-","-","-","2025-01-19 09:51:19.000 UTC","Nubank"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","06:44:48","Abastecimento","3","5","Etanol Comum","20.08","R$ 84,14","R$ 2,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 82,13","3","Sucesso","B32809EED033236E","189951712","21","","-","-","-","-","2025-01-19 09:44:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","06:33:25","Abastecimento","4","8","Etanol Comum","37.82","R$ 158,47","R$ 3,78","R$ 0,00","R$ 0,00","R$ 0,00","R$ 154,69","3","Sucesso","B32809EED033236E","189951380","21","","99771011544","Mercado Pago","-","-","2025-01-19 09:33:08.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","06:31:14","Abastecimento","4","16","Shell V-Power Gasolina","4.55","R$ 30,00","R$ 0,46","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,54","3","Sucesso","B32809EED033236E","189951325","12","","99404876001","Mercado Pago","-","-","2025-01-19 09:30:29.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","06:05:29","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033236E","189950784","11","","-","-","-","-","2025-01-19 09:03:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","05:46:58","Abastecimento","6","19","Shell V-Power Gasolina","6.0","R$ 39,54","R$ 0,60","R$ 0,00","R$ 0,00","R$ 0,00","R$ 38,94","3","Sucesso","B3CF6CA31378AC02","189950528","12","","-","-","-","-","2025-01-19 08:46:40.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","05:36:31","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B3CF6CA31378AC02","189950407","21","","-","-","-","-","2025-01-19 08:36:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","04:34:20","Abastecimento","1","1","Etanol Comum","42.13","R$ 176,52","R$ 4,21","R$ 0,00","R$ 0,00","R$ 0,00","R$ 172,31","3","Sucesso","B32809092ED8D233","189949904","21","","-","-","-","-","2025-01-19 07:33:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","04:30:53","Abastecimento","4","16","Shell V-Power Gasolina","8.76","R$ 57,73","R$ 0,88","R$ 0,00","R$ 0,00","R$ 0,00","R$ 56,85","3","Sucesso","B3CF6CA31378AC02","189949884","12","","-","-","-","-","2025-01-19 07:30:34.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","04:27:16","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809092ED8D233","189949864","21","","99769151548","Mercado Pago","-","-","2025-01-19 07:26:47.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","00:49:10","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809099EBC19C9","189948223","21","","99398676469","Mercado Pago","-","-","2025-01-19 03:48:49.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-19","00:03:03","Abastecimento","6","15","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B3CF6CA31378AC02","189947328","11","","-","-","-","-","2025-01-19 03:02:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:58:37","Abastecimento","1","2","Gasolina Comum","6.46","R$ 40,00","R$ 0,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,35","3","Sucesso","B32809099EBC19C9","189947271","11","","-","-","-","-","2025-01-19 02:58:12.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:51:56","Abastecimento","4","9","Gasolina Comum","36.77","R$ 227,61","R$ 3,68","R$ 0,00","R$ 0,00","R$ 3,49","R$ 220,44","3","Sucesso","B32809099EBC19C9","189947158","11","","-","-","-","-","2025-01-19 02:51:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:41:21","Abastecimento","2","3","Etanol Comum","30.28","R$ 126,87","R$ 3,03","R$ 0,00","R$ 0,00","R$ 0,00","R$ 123,84","3","Sucesso","B3CF6CA31378AC02","189946895","21","","-","-","-","-","2025-01-19 02:40:49.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:24:37","Abastecimento","4","8","Etanol Comum","44.9","R$ 188,13","R$ 4,49","R$ 0,00","R$ 0,00","R$ 0,00","R$ 183,64","3","Sucesso","B32809099EBC19C9","189946355","21","","-","-","-","-","2025-01-19 02:24:14.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:18:30","Abastecimento","6","14","Etanol Comum","17.9","R$ 75,00","R$ 1,79","R$ 0,00","R$ 0,00","R$ 0,00","R$ 73,21","3","Sucesso","B32809099EBC19C9","189946164","21","","-","-","-","-","2025-01-19 02:18:04.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","23:13:48","Abastecimento","2","3","Etanol Comum","30.19","R$ 126,50","R$ 3,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 123,48","3","Sucesso","B3CF6CA31378AC02","189946018","21","","-","-","-","-","2025-01-19 02:13:32.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","22:42:02","Abastecimento","4","16","Shell V-Power Gasolina","9.1","R$ 60,00","R$ 0,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 59,09","3","Sucesso","B32809EED07E1A38","189944768","12","","-","-","-","-","2025-01-19 01:41:41.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","22:31:57","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809099EBC19C9","189944269","21","","-","-","-","-","2025-01-19 01:31:15.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","22:28:32","Abastecimento","4","16","Shell V-Power Gasolina","30.35","R$ 200,00","R$ 3,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,96","3","Sucesso","B3CF6CA31378AC02","189944141","12","","-","-","-","-","2025-01-19 01:27:55.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","22:21:25","Abastecimento","4","9","Gasolina Comum","32.31","R$ 200,00","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,77","3","Sucesso","B32809EED07E1A38","189943818","11","","-","-","-","-","2025-01-19 01:21:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","22:06:33","Abastecimento","4","9","Gasolina Comum","3.44","R$ 21,29","R$ 0,34","R$ 0,00","R$ 0,00","R$ 0,00","R$ 20,95","3","Sucesso","B3CF6CA31378AC02","189943067","11","","-","-","-","-","2025-01-19 01:05:59.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:59:09","Abastecimento","5","12","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809099EBC19C9","189942673","11","","-","-","-","-","2025-01-19 00:58:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:57:40","Abastecimento","6","15","Gasolina Comum","8.63","R$ 53,42","R$ 0,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 52,56","3","Sucesso","B32809EED07E1A38","189942584","11","","-","-","-","-","2025-01-19 00:57:24.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:56:03","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809099EBC19C9","189942463","11","","-","-","-","-","2025-01-19 00:55:11.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:49:59","Abastecimento","5","11","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,28","3","Sucesso","B32809D53885477E","189942099","21","","-","-","-","-","2025-01-19 00:49:29.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:28:06","Abastecimento","1","1","Etanol Comum","11.93","R$ 50,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 50,00","7","Falha Tecnica","B32809EED07ED77A","189940588","21","-","-","Mercado Pago","-","-","2025-01-19 00:28:06.000 UTC","App Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:04:53","Abastecimento","5","12","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07E1A38","189938676","11","","-","-","-","-","2025-01-19 00:04:02.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:02:48","Abastecimento","2","4","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","9","Tempo limite esgotado","B32809099EBC19C9","189938425","11","","99748483878","Mercado Pago","-","-","2025-01-19 00:00:52.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","21:02:26","Abastecimento","6","15","Gasolina Comum","5.56","R$ 34,42","R$ 0,56","R$ 0,00","R$ 0,00","R$ 0,00","R$ 33,86","4","Pagamento Recusado","B32809D53885477E","189938487","11","","99748753450","Mercado Pago","-","-","2025-01-19 00:01:43.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:57:09","Abastecimento","6","14","Etanol Comum","47.29","R$ 198,15","R$ 4,73","R$ 0,00","R$ 0,00","R$ 0,00","R$ 193,42","4","Pagamento Recusado","B32809D53885477E","189938001","21","","99382057965","Mercado Pago","-","-","2025-01-18 23:56:08.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:53:46","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED07ED77A","189937747","11","","-","-","-","-","2025-01-18 23:53:28.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:52:07","Abastecimento","5","11","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809D53885477E","189937565","21","","-","-","-","-","2025-01-18 23:51:40.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:44:12","Abastecimento","6","15","Gasolina Comum","19.98","R$ 123,68","R$ 2,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 121,68","3","Sucesso","B32809EED07ED77A","189936844","11","","-","-","-","-","2025-01-18 23:43:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:34:23","Abastecimento","2","4","Gasolina Comum","35.0","R$ 216,65","R$ 3,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 213,15","3","Sucesso","B32809EED07E1A38","189935883","11","","-","-","-","-","2025-01-18 23:34:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:14:45","Abastecimento","5","11","Etanol Comum","40.0","R$ 167,60","R$ 4,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 163,60","3","Sucesso","B32809EED07E1A38","189933696","21","","-","-","-","-","2025-01-18 23:14:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:05:26","Abastecimento","3","5","Etanol Comum","50.43","R$ 211,30","R$ 5,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 206,26","3","Sucesso","B32809EED07ED77A","189932663","21","","99743079508","Mercado Pago","-","-","2025-01-18 23:05:10.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:03:17","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07E1A38","189932407","21","","-","-","-","-","2025-01-18 23:03:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","20:02:19","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07E1A38","189932285","11","","-","-","-","-","2025-01-18 23:02:02.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:57:15","Abastecimento","1","2","Gasolina Comum","12.02","R$ 74,40","R$ 1,20","R$ 0,00","R$ 0,00","R$ 0,00","R$ 73,20","3","Sucesso","B32809099EBC19C9","189931677","11","","-","-","-","-","2025-01-18 22:56:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:47:58","Abastecimento","6","14","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809D53885477E","189930598","21","","-","-","-","-","2025-01-18 22:47:44.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:43:10","Abastecimento","1","1","Etanol Comum","14.32","R$ 60,00","R$ 1,43","R$ 0,00","R$ 0,00","R$ 2,25","R$ 56,32","3","Sucesso","B32809D53885477E","189929997","21","","-","-","-","-","2025-01-18 22:42:42.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:39:21","Abastecimento","5","12","Gasolina Comum","48.49","R$ 300,15","R$ 4,85","R$ 0,00","R$ 0,00","R$ 0,00","R$ 295,30","3","Sucesso","B32809D53885477E","189929538","11","","-","-","-","-","2025-01-18 22:39:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:37:06","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 3,44","R$ 94,94","3","Sucesso","B32809099EBC19C9","189929204","11","","99374998437","Mercado Pago","-","-","2025-01-18 22:36:38.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:34:18","Abastecimento","3","5","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07E1A38","189928892","21","","-","-","-","-","2025-01-18 22:34:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:17:49","Abastecimento","3","5","Etanol Comum","16.71","R$ 70,00","R$ 1,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,33","3","Sucesso","B32809099EBC19C9","189926470","21","","6081935x189926470x1737238534404","-","-","-","2025-01-18 22:15:14.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:12:28","Abastecimento","4","9","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809099EBC19C9","189925911","11","","18362194x189925911x1737238286337","-","-","-","2025-01-18 22:11:04.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","19:08:34","Abastecimento","3","5","Etanol Comum","7.16","R$ 30,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 30,00","3","Sucesso","B32809099EBC19C9","189925561","21","-","f89b3df9-d899-41cc-8bd4-0f58d0e46089","-","-","-","2025-01-18 22:08:34.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:54:08","Abastecimento","5","11","Etanol Comum","15.0","R$ 62,85","R$ 1,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61,35","3","Sucesso","B32809099EBC19C9","189923767","21","","-","-","-","-","2025-01-18 21:53:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:51:42","Abastecimento","6","15","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809D53885477E","189923444","11","","-","-","-","-","2025-01-18 21:51:24.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:46:38","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809099EBC19C9","189922752","21","","-","-","-","-","2025-01-18 21:46:18.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:42:13","Abastecimento","2","4","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,52","3","Sucesso","B32809EED07E1A38","189922214","11","","-","-","-","-","2025-01-18 21:41:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:26:01","Abastecimento","2","3","Etanol Comum","22.1","R$ 92,60","R$ 2,21","R$ 3,32","R$ 0,00","R$ 0,00","R$ 87,07","3","Sucesso","B32809D53885477E","189920052","21","","99367613933","Mercado Pago","0b22dfb1-4130-44ca-a7a3-f1a065777340","AP-SGM-ATI-141-Shell Box","2025-01-18 21:25:27.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:11:03","Abastecimento","1","1","Etanol Comum","28.64","R$ 120,00","R$ 2,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 117,14","3","Sucesso","B32809EED07ED77A","189918128","21","","-","-","-","-","2025-01-18 21:10:46.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:05:48","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809D53885477E","189917382","11","","-","-","-","-","2025-01-18 21:05:30.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:02:14","Abastecimento","5","12","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809EED07E1A38","189916936","11","","-","-","-","-","2025-01-18 21:01:56.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","18:00:48","Abastecimento","5","11","Etanol Comum","31.03","R$ 130,00","R$ 3,10","R$ 0,00","R$ 0,00","R$ 11,87","R$ 115,03","3","Sucesso","B32809EED07E1A38","189916761","21","","-","-","-","-","2025-01-18 21:00:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:57:48","Abastecimento","2","4","Gasolina Comum","2.6","R$ 16,09","R$ 0,26","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,83","3","Sucesso","B32809EED07ED77A","189916386","11","","-","-","-","-","2025-01-18 20:57:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:56:37","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033CF93","189916283","11","","-","-","-","-","2025-01-18 20:56:20.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:53:47","Abastecimento","2","4","Gasolina Comum","6.88","R$ 42,59","R$ 0,69","R$ 0,00","R$ 0,00","R$ 0,00","R$ 41,90","3","Sucesso","B32809EED07E1A38","189915926","11","","99364837725","Mercado Pago","-","-","2025-01-18 20:53:27.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:52:34","Abastecimento","1","1","Etanol Comum","35.75","R$ 149,79","R$ 3,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 146,21","3","Sucesso","B32809EED033CF93","189915771","21","","99730817256","Mercado Pago","-","-","2025-01-18 20:52:12.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:29:07","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809092ED863D9","189912627","21","","-","-","-","-","2025-01-18 20:28:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:24:22","Abastecimento","4","8","Etanol Comum","40.15","R$ 168,23","R$ 4,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 164,21","3","Sucesso","B32809EED033CF93","189912082","21","","-","-","-","-","2025-01-18 20:24:04.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:19:56","Abastecimento","6","19","Shell V-Power Gasolina","7.59","R$ 50,00","R$ 0,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,24","3","Sucesso","B32809EED033CF93","189911491","12","","99727845878","Mercado Pago","-","-","2025-01-18 20:19:37.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:14:57","Abastecimento","4","9","Gasolina Comum","42.88","R$ 265,43","R$ 4,29","R$ 0,00","R$ 0,00","R$ 0,00","R$ 261,14","3","Sucesso","B32809EED07E1A38","189910788","11","","-","-","-","-","2025-01-18 20:14:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:04:24","Abastecimento","7","17","Shell Evolux Diesel S-10","49.6","R$ 307,02","R$ 4,96","R$ 7,44","R$ 0,00","R$ 0,00","R$ 294,62","3","Sucesso","B32809D53885477E","189909506","34","","-","-","0509f8d0-8d70-4c91-9320-30cb675d26ad","AP-CRM-RET-2361","2025-01-18 20:03:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","17:01:16","Abastecimento","6","14","Etanol Comum","35.86","R$ 150,25","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150,25","3","Sucesso","B32809EED07E1A38","189909205","21","-","45358145","-","-","-","2025-01-18 20:01:16.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:59:26","Abastecimento","4","9","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,95","R$ 0,00","R$ 0,00","R$ 18,73","3","Sucesso","B32809EED033CF93","189908931","11","","99361116105","Mercado Pago","0a1995d6-d273-11ef-8a38-02b447a431dd","R$ 0.95 DE DESCONTO","2025-01-18 19:59:02.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:53:03","Abastecimento","6","14","Etanol Comum","44.53","R$ 186,58","R$ 4,45","R$ 0,00","R$ 0,00","R$ 0,00","R$ 182,13","3","Sucesso","B32809EED033CF93","189908145","21","","-","-","-","-","2025-01-18 19:52:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:37:10","Abastecimento","1","2","Gasolina Comum","30.2","R$ 186,94","R$ 3,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 183,92","3","Sucesso","B32809D53885477E","189906175","11","","-","-","-","-","2025-01-18 19:36:55.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:31:31","Abastecimento","1","1","Etanol Comum","32.26","R$ 135,17","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 131,94","3","Sucesso","B32809D53885477E","189905466","21","","-","-","-","-","2025-01-18 19:31:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:25:41","Abastecimento","3","5","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07E1A38","189904714","21","","-","-","-","-","2025-01-18 19:25:29.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:17:58","Abastecimento","2","10","Shell V-Power Gasolina","7.59","R$ 50,00","R$ 0,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,24","3","Sucesso","B32809EED033CF93","189903664","12","","-","-","-","-","2025-01-18 19:17:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:11:27","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809D53885477E","189902896","11","","-","-","-","-","2025-01-18 19:11:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","16:05:11","Abastecimento","1","1","Etanol Comum","31.03","R$ 130,00","R$ 3,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 126,90","3","Sucesso","B32809D53885477E","189902072","21","","-","-","-","-","2025-01-18 19:04:56.000 UTC","Dinheiro"
