ID Transação;Data e Hora;Tipo;Status;Parcela;Bandeira;Valor Bruto;Valor Taxa;Valor Antec.;Valor Liquido;Data Pagamento
983838822;11/03/2024 - 08:04:46;Crédito;Pago;1/1;Visa;100;"1,45";"0,32";"98,23";03/04/2024
956219455;12/03/2024 - 06:48:15;Crédito;Pago;1/1;Visa;"219,27";"3,18";"0,8";"215,29";03/04/2024
956240097;12/03/2024 - 07:17:19;Crédito;Pago;1/1;Visa;20;"0,29";"0,07";"19,64";03/04/2024
956362591;12/03/2024 - 09:35:16;Crédito;Pago;1/1;Visa;"43,8";"0,64";"0,16";43;03/04/2024
956816851;12/03/2024 - 16:32:34;Crédito;Pago;1/1;Visa;50;"0,72";"0,18";"49,1";03/04/2024
956924227;12/03/2024 - 17:45:06;Crédito;Pago;1/1;Visa;"342,3";"4,96";"1,25";"336,09";03/04/2024
956932087;12/03/2024 - 17:50:04;Crédito;Pago;1/1;Visa;20;"0,29";"0,07";"19,64";03/04/2024
956972079;12/03/2024 - 18:15:45;Crédito;Pago;1/1;Visa;100;"1,45";"0,37";"98,18";03/04/2024
956975627;12/03/2024 - 18:18:07;Crédito;Pago;1/1;Visa;100;"1,45";"0,37";"98,18";03/04/2024
985010678;12/03/2024 - 09:53:53;Crédito;Pago;1/1;Visa;200;"2,9";"0,73";"196,37";03/04/2024
985170606;12/03/2024 - 12:15:06;Crédito;Pago;1/1;Visa;70;"1,02";"0,26";"68,72";03/04/2024
985185886;12/03/2024 - 12:26:49;Crédito;Pago;1/1;Visa;50;"0,72";"0,18";"49,1";03/04/2024
985578688;12/03/2024 - 17:45:11;Crédito;Pago;1/1;Visa;100;"1,45";"0,37";"98,18";03/04/2024
985639270;12/03/2024 - 18:21:13;Crédito;Pago;1/1;Visa;80;"1,16";"0,29";"78,55";03/04/2024
985790024;12/03/2024 - 20:25:25;Crédito;Pago;1/1;Visa;50;"0,72";"0,18";"49,1";03/04/2024
985566704;12/03/2024 - 17:38:18;Crédito;Pago;1/1;Visa;100;"1,45";"0,37";"98,18";03/04/2024
957243527;13/03/2024 - 06:59:35;Crédito;Pago;1/1;Visa;30;"0,44";"0,12";"29,44";03/04/2024
957520125;13/03/2024 - 11:55:46;Crédito;Pago;1/1;Visa;100;"1,45";"0,41";"98,14";03/04/2024
957289327;13/03/2024 - 07:58:22;Crédito;Pago;1/1;Visa;"32,95";"0,48";"0,14";"32,33";03/04/2024
957809157;13/03/2024 - 16:21:56;Crédito;Pago;1/1;Visa;20;"0,29";"0,08";"19,63";03/04/2024
957848233;13/03/2024 - 16:53:30;Crédito;Pago;1/1;Visa;150;"2,18";"0,62";"147,2";03/04/2024
957882413;13/03/2024 - 17:17:33;Crédito;Pago;1/1;Visa;30;"0,44";"0,12";"29,44";03/04/2024
957897075;13/03/2024 - 17:26:45;Crédito;Pago;1/1;Visa;"31,38";"0,46";"0,13";"30,79";03/04/2024
958006241;13/03/2024 - 18:38:40;Crédito;Pago;1/1;Visa;30;"0,44";"0,12";"29,44";03/04/2024
958010045;13/03/2024 - 18:41:25;Crédito;Pago;1/1;Visa;60;"0,87";"0,25";"58,88";03/04/2024
985901614;13/03/2024 - 06:04:59;Crédito;Pago;1/1;Visa;30;"0,44";"0,12";"29,44";03/04/2024
958130923;13/03/2024 - 20:36:56;Crédito;Pago;1/1;Visa;"187,97";"2,73";"0,77";"184,47";03/04/2024
985954708;13/03/2024 - 07:32:39;Crédito;Pago;1/1;Visa;50;"0,72";"0,21";"49,07";03/04/2024
985958374;13/03/2024 - 07:36:54;Crédito;Pago;1/1;Visa;90;"1,3";"0,37";"88,33";03/04/2024
986461786;13/03/2024 - 15:07:55;Crédito;Pago;1/1;Visa;"242,89";"3,52";1;"238,37";03/04/2024
986653980;13/03/2024 - 17:29:07;Crédito;Pago;1/1;Visa;20;"0,29";"0,08";"19,63";03/04/2024
986736540;13/03/2024 - 18:16:44;Crédito;Pago;1/1;Visa;30;"0,44";"0,12";"29,44";03/04/2024
986842130;13/03/2024 - 19:28:18;Crédito;Pago;1/1;Visa;70;"1,02";"0,29";"68,69";03/04/2024
986928494;13/03/2024 - 20:57:47;Crédito;Pago;1/1;Visa;"164,13";"2,38";"0,67";"161,08";03/04/2024
987111730;14/03/2024 - 08:07:21;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
987144424;14/03/2024 - 08:35:50;Crédito;Pago;1/1;Visa;80;"1,16";"0,44";"78,4";03/04/2024
987176524;14/03/2024 - 09:02:14;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
987063646;14/03/2024 - 07:11:46;Crédito;Pago;1/1;Visa;"36,9";"0,54";"0,2";"36,16";03/04/2024
987741248;14/03/2024 - 14:41:29;Crédito;Pago;1/1;Visa;20;"0,29";"0,11";"19,6";03/04/2024
987771744;14/03/2024 - 15:00:55;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
987826590;14/03/2024 - 15:30:41;Crédito;Pago;1/1;Visa;135;"1,96";"0,74";"132,3";03/04/2024
987848364;14/03/2024 - 15:41:34;Crédito;Pago;1/2;Visa;"42,35";"0,87";"0,23";"41,25";03/04/2024
987912604;14/03/2024 - 16:12:53;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
988141384;14/03/2024 - 17:50:09;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
988229102;14/03/2024 - 18:25:02;Crédito;Pago;1/1;Visa;70;"1,02";"0,38";"68,6";03/04/2024
988306622;14/03/2024 - 18:58:35;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
959587023;15/03/2024 - 17:35:45;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
959890741;15/03/2024 - 21:02:00;Crédito;Pago;1/1;Visa;109;"1,58";"0,6";"106,82";03/04/2024
959911169;15/03/2024 - 21:21:28;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
988637212;15/03/2024 - 06:18:06;Crédito;Pago;1/1;Visa;80;"1,16";"0,44";"78,4";03/04/2024
988637700;15/03/2024 - 06:18:57;Crédito;Pago;1/1;Visa;60;"0,87";"0,33";"58,8";03/04/2024
988729678;15/03/2024 - 08:03:48;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
988739886;15/03/2024 - 08:13:51;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
988799808;15/03/2024 - 09:09:00;Crédito;Pago;1/1;Visa;30;"0,44";"0,16";"29,4";03/04/2024
989690626;15/03/2024 - 19:06:00;Crédito;Pago;1/1;Visa;"137,42";"1,99";"0,75";"134,68";03/04/2024
989600020;15/03/2024 - 18:15:20;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
960154227;16/03/2024 - 08:25:02;Crédito;Pago;1/1;Visa;"169,3";"2,45";"0,93";"165,92";03/04/2024
960188607;16/03/2024 - 08:55:39;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
960190249;16/03/2024 - 08:56:53;Crédito;Pago;1/1;Visa;150;"2,18";"0,82";147;03/04/2024
960213159;16/03/2024 - 09:14:21;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
960284245;16/03/2024 - 09:59:46;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
960300001;16/03/2024 - 10:09:15;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
960445653;16/03/2024 - 11:29:46;Crédito;Pago;1/1;Visa;105;"1,52";"0,58";"102,9";03/04/2024
960839451;16/03/2024 - 15:44:13;Crédito;Pago;1/3;Visa;"101,5";"2,08";"0,55";"98,87";03/04/2024
960778069;16/03/2024 - 14:55:05;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
960515047;16/03/2024 - 12:04:16;Crédito;Pago;1/1;Visa;35;"0,51";"0,19";"34,3";03/04/2024
960635479;16/03/2024 - 13:11:01;Crédito;Pago;1/1;Visa;"163,97";"2,38";"0,9";"160,69";03/04/2024
961125801;16/03/2024 - 19:23:17;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
990100874;16/03/2024 - 07:56:18;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
990388534;16/03/2024 - 11:06:13;Crédito;Pago;1/1;Visa;"159,15";"2,31";"0,87";"155,97";03/04/2024
990403858;16/03/2024 - 11:13:37;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
990405550;16/03/2024 - 11:14:22;Crédito;Pago;1/1;Visa;50;"0,72";"0,27";"49,01";03/04/2024
990072352;16/03/2024 - 07:20:34;Crédito;Pago;1/1;Visa;30;"0,44";"0,16";"29,4";03/04/2024
990530832;16/03/2024 - 12:14:19;Crédito;Pago;1/1;Visa;140;"2,03";"0,77";"137,2";03/04/2024
990561486;16/03/2024 - 12:29:48;Crédito;Pago;1/1;Visa;30;"0,44";"0,16";"29,4";03/04/2024
990707868;16/03/2024 - 13:55:23;Crédito;Pago;1/1;Visa;100;"1,45";"0,55";98;03/04/2024
990746536;16/03/2024 - 14:22:07;Crédito;Pago;1/1;Visa;150;"2,18";"0,82";147;03/04/2024
990979114;16/03/2024 - 17:11:34;Crédito;Pago;1/1;Visa;60;"0,87";"0,33";"58,8";03/04/2024
991080440;16/03/2024 - 18:22:04;Crédito;Pago;1/1;Visa;30;"0,44";"0,16";"29,4";03/04/2024
991289868;16/03/2024 - 21:01:13;Crédito;Pago;1/1;Visa;30;"0,44";"0,16";"29,4";03/04/2024
978342683;02/04/2024 - 17:13:23;Crédito;Pago;1/1;Visa;50;"0,72";0;"49,28";03/04/2024
977806345;02/04/2024 - 08:42:23;Crédito;Pago;1/1;Mastercard;"42,27";"0,61";0;"41,66";03/04/2024
978438427;02/04/2024 - 18:20:03;Crédito;Pago;1/1;Mastercard;100;"1,45";0;"98,55";03/04/2024
978236079;02/04/2024 - 15:41:55;Crédito;Pago;1/1;Mastercard;"207,63";"3,01";0;"204,62";03/04/2024
991296900;16/03/2024 - 21:07:29;Crédito;Pago;1/1;Mastercard;70;"1,02";"0,38";"68,6";03/04/2024
990858890;16/03/2024 - 15:45:02;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
991127138;16/03/2024 - 18:54:12;Crédito;Pago;1/1;Mastercard;40;"0,58";"0,22";"39,2";03/04/2024
991135506;16/03/2024 - 18:59:56;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
991278870;16/03/2024 - 20:51:13;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
990845312;16/03/2024 - 15:35:05;Crédito;Pago;1/1;Mastercard;"165,13";"2,39";"0,9";"161,84";03/04/2024
990073492;16/03/2024 - 07:22:20;Crédito;Pago;1/1;Mastercard;"34,9";"0,51";"0,19";"34,2";03/04/2024
990088842;16/03/2024 - 07:42:47;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
990520058;16/03/2024 - 12:09:05;Crédito;Pago;1/1;Mastercard;40;"0,58";"0,22";"39,2";03/04/2024
990137756;16/03/2024 - 08:30:49;Crédito;Pago;1/1;Mastercard;150;"2,18";"0,82";147;03/04/2024
990298714;16/03/2024 - 10:18:33;Crédito;Pago;1/1;Mastercard;150;"2,18";"0,82";147;03/04/2024
990314550;16/03/2024 - 10:27:12;Crédito;Pago;1/1;Mastercard;60;"0,87";"0,33";"58,8";03/04/2024
990051454;16/03/2024 - 06:43:10;Crédito;Pago;1/1;Mastercard;"25,69";"0,37";"0,14";"25,18";03/04/2024
990065778;16/03/2024 - 07:10:36;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
960682549;16/03/2024 - 13:42:39;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
960801871;16/03/2024 - 15:13:55;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
960802435;16/03/2024 - 15:14:22;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
960813399;16/03/2024 - 15:22:42;Crédito;Pago;1/1;Mastercard;10;"0,14";"0,05";"9,81";03/04/2024
960861291;16/03/2024 - 16:01:40;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
960891249;16/03/2024 - 16:25:20;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
960898107;16/03/2024 - 16:31:03;Crédito;Pago;1/1;Mastercard;"40,41";"0,59";"0,22";"39,6";03/04/2024
960929561;16/03/2024 - 16:56:00;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
960945287;16/03/2024 - 17:08:25;Crédito;Pago;1/1;Mastercard;"20,01";"0,29";"0,11";"19,61";03/04/2024
960977105;16/03/2024 - 17:33:10;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
961020817;16/03/2024 - 18:05:30;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
961124707;16/03/2024 - 19:22:29;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
960486347;16/03/2024 - 11:50:06;Crédito;Pago;1/1;Mastercard;"78,45";"1,14";"0,43";"76,88";03/04/2024
960417039;16/03/2024 - 11:14:27;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
960289183;16/03/2024 - 10:02:49;Crédito;Pago;1/1;Mastercard;"69,9";"1,01";"0,38";"68,51";03/04/2024
960274657;16/03/2024 - 09:54:11;Crédito;Pago;1/1;Mastercard;25;"0,36";"0,14";"24,5";03/04/2024
960275389;16/03/2024 - 09:54:38;Crédito;Pago;1/1;Mastercard;"83,8";"1,22";"0,46";"82,12";03/04/2024
960155313;16/03/2024 - 08:26:11;Crédito;Pago;1/1;Mastercard;"112,56";"1,63";"0,62";"110,31";03/04/2024
989612184;15/03/2024 - 18:21:57;Crédito;Pago;1/1;Mastercard;"29,21";"0,42";"0,16";"28,63";03/04/2024
989747276;15/03/2024 - 19:41:54;Crédito;Pago;1/1;Mastercard;"53,21";"0,77";"0,29";"52,15";03/04/2024
989757862;15/03/2024 - 19:48:53;Crédito;Pago;1/1;Mastercard;70;"1,02";"0,38";"68,6";03/04/2024
989885626;15/03/2024 - 21:32:18;Crédito;Pago;1/1;Mastercard;"104,87";"1,52";"0,57";"102,78";03/04/2024
960148873;16/03/2024 - 08:19:41;Crédito;Pago;1/1;Mastercard;"20,73";"0,3";"0,11";"20,32";03/04/2024
988928032;15/03/2024 - 10:54:29;Crédito;Pago;1/1;Mastercard;"13,72";"0,2";"0,08";"13,44";03/04/2024
988931354;15/03/2024 - 10:56:58;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,11";"19,6";03/04/2024
989297596;15/03/2024 - 15:18:04;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
989339288;15/03/2024 - 15:49:15;Crédito;Pago;1/3;Mastercard;"136,44";"2,8";"0,74";"132,9";03/04/2024
989377910;15/03/2024 - 16:15:33;Crédito;Pago;1/1;Mastercard;150;"2,18";"0,82";147;03/04/2024
988830488;15/03/2024 - 09:35:44;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
988845380;15/03/2024 - 09:48:12;Crédito;Pago;1/1;Mastercard;60;"0,87";"0,33";"58,8";03/04/2024
988862030;15/03/2024 - 10:01:55;Crédito;Pago;1/1;Mastercard;89;"1,29";"0,49";"87,22";03/04/2024
987038806;14/03/2024 - 06:38:12;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
988761028;15/03/2024 - 08:33:56;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
988644282;15/03/2024 - 06:29:42;Crédito;Pago;1/1;Mastercard;"36,9";"0,54";"0,2";"36,16";03/04/2024
988674020;15/03/2024 - 07:07:55;Crédito;Pago;1/1;Mastercard;"19,08";"0,28";"0,1";"18,7";03/04/2024
988715392;15/03/2024 - 07:50:01;Crédito;Pago;1/1;Mastercard;"29,01";"0,42";"0,16";"28,43";03/04/2024
959803657;15/03/2024 - 19:49:58;Crédito;Pago;1/1;Mastercard;9;"0,13";"0,05";"8,82";03/04/2024
959297349;15/03/2024 - 14:02:22;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
959601829;15/03/2024 - 17:43:49;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
959633073;15/03/2024 - 18:01:36;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
959637911;15/03/2024 - 18:04:11;Crédito;Pago;1/1;Mastercard;"38,39";"0,56";"0,21";"37,62";03/04/2024
959324737;15/03/2024 - 14:27:10;Crédito;Pago;1/1;Mastercard;"57,9";"0,84";"0,32";"56,74";03/04/2024
959420929;15/03/2024 - 15:48:34;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
959505149;15/03/2024 - 16:47:33;Crédito;Pago;1/1;Mastercard;"165,28";"2,4";"0,91";"161,97";03/04/2024
959515265;15/03/2024 - 16:53:54;Crédito;Pago;1/1;Mastercard;"102,91";"1,49";"0,56";"100,86";03/04/2024
959567763;15/03/2024 - 17:24:57;Crédito;Pago;1/1;Mastercard;"17,83";"0,26";"0,1";"17,47";03/04/2024
959108007;15/03/2024 - 11:33:13;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
959133599;15/03/2024 - 11:53:29;Crédito;Pago;1/1;Mastercard;120;"1,74";"0,66";"117,6";03/04/2024
959203935;15/03/2024 - 12:46:16;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
959265595;15/03/2024 - 13:34:25;Crédito;Pago;1/1;Mastercard;"16,85";"0,24";"0,09";"16,52";03/04/2024
988368212;14/03/2024 - 19:29:58;Crédito;Pago;1/1;Mastercard;70;"1,02";"0,38";"68,6";03/04/2024
988451944;14/03/2024 - 20:24:42;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
988498160;14/03/2024 - 21:02:31;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
988233118;14/03/2024 - 18:26:42;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
988080562;14/03/2024 - 17:26:56;Crédito;Pago;1/1;Mastercard;"60,56";"0,88";"0,33";"59,35";03/04/2024
988129612;14/03/2024 - 17:45:38;Crédito;Pago;1/1;Mastercard;15;"0,22";"0,08";"14,7";03/04/2024
988214160;14/03/2024 - 18:18:57;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,11";"19,6";03/04/2024
988215502;14/03/2024 - 18:19:30;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
988228794;14/03/2024 - 18:24:54;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
987971114;14/03/2024 - 16:40:43;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,11";"19,6";03/04/2024
987995846;14/03/2024 - 16:52:02;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
988009506;14/03/2024 - 16:58:07;Crédito;Pago;1/1;Mastercard;"117,94";"1,71";"0,65";"115,58";03/04/2024
987783138;14/03/2024 - 15:07:52;Crédito;Pago;1/1;Mastercard;"16,5";"0,24";"0,09";"16,17";03/04/2024
987821464;14/03/2024 - 15:28:04;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
987066036;14/03/2024 - 07:14:27;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
987067994;14/03/2024 - 07:16:51;Crédito;Pago;1/1;Mastercard;"25,19";"0,37";"0,14";"24,68";03/04/2024
987073284;14/03/2024 - 07:23:03;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
987105342;14/03/2024 - 07:59:44;Crédito;Pago;1/1;Mastercard;"49,04";"0,71";"0,27";"48,06";03/04/2024
987189078;14/03/2024 - 09:11:48;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
987203418;14/03/2024 - 09:22:37;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
987208402;14/03/2024 - 09:25:48;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
987231594;14/03/2024 - 09:41:00;Crédito;Pago;1/1;Mastercard;33;"0,48";"0,18";"32,34";03/04/2024
987337540;14/03/2024 - 10:53:17;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,11";"19,6";03/04/2024
987604328;14/03/2024 - 13:18:25;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,55";98;03/04/2024
986959220;13/03/2024 - 21:43:47;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
986845834;13/03/2024 - 19:31:13;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
958489457;14/03/2024 - 12:35:45;Crédito;Pago;1/1;Mastercard;150;"2,18";"0,82";147;03/04/2024
958514929;14/03/2024 - 13:21:34;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,16";"29,4";03/04/2024
958518309;14/03/2024 - 13:28:07;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,27";"49,01";03/04/2024
958519811;14/03/2024 - 13:31:29;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,11";"19,6";03/04/2024
987026632;14/03/2024 - 06:11:14;Crédito;Pago;1/1;Mastercard;"49,8";"0,72";"0,27";"48,81";03/04/2024
986810192;13/03/2024 - 19:03:48;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,12";"29,44";03/04/2024
986500712;13/03/2024 - 15:41:53;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
986290358;13/03/2024 - 12:40:09;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,12";"29,44";03/04/2024
986294220;13/03/2024 - 12:43:02;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,41";"98,14";03/04/2024
986306034;13/03/2024 - 12:52:07;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,41";"98,14";03/04/2024
986421936;13/03/2024 - 14:30:51;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
986432932;13/03/2024 - 14:41:08;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,41";"98,14";03/04/2024
958141599;13/03/2024 - 20:51:01;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
986077496;13/03/2024 - 09:43:47;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
986089502;13/03/2024 - 09:54:31;Crédito;Pago;1/1;Mastercard;"120,18";"1,74";"0,49";"117,95";03/04/2024
985904002;13/03/2024 - 06:13:19;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
985907196;13/03/2024 - 06:21:26;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,41";"98,14";03/04/2024
985909946;13/03/2024 - 06:28:44;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,41";"98,14";03/04/2024
956792785;12/03/2024 - 16:12:44;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,18";"49,1";03/04/2024
958117789;13/03/2024 - 20:20:51;Crédito;Pago;1/1;Mastercard;"5,33";"0,08";"0,02";"5,23";03/04/2024
957969549;13/03/2024 - 18:13:03;Crédito;Pago;1/1;Mastercard;"41,4";"0,6";"0,17";"40,63";03/04/2024
957890949;13/03/2024 - 17:22:56;Crédito;Pago;1/1;Mastercard;"246,67";"3,58";"1,01";"242,08";03/04/2024
957876029;13/03/2024 - 17:13:23;Crédito;Pago;1/1;Mastercard;25;"0,36";"0,1";"24,54";03/04/2024
957712949;13/03/2024 - 14:52:32;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
957763453;13/03/2024 - 15:41:48;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
957765699;13/03/2024 - 15:43:56;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,12";"29,44";03/04/2024
957552887;13/03/2024 - 12:22:46;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
957556755;13/03/2024 - 12:26:00;Crédito;Pago;1/1;Mastercard;40;"0,58";"0,16";"39,26";03/04/2024
985569472;12/03/2024 - 17:39:54;Crédito;Pago;1/1;Mastercard;"29,01";"0,42";"0,11";"28,48";03/04/2024
957346727;13/03/2024 - 09:03:09;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
957374713;13/03/2024 - 09:31:20;Crédito;Pago;1/1;Mastercard;"181,68";"2,63";"0,75";"178,3";03/04/2024
957389067;13/03/2024 - 09:47:55;Crédito;Pago;1/1;Mastercard;150;"2,18";"0,62";"147,2";03/04/2024
957439383;13/03/2024 - 10:40:51;Crédito;Pago;1/1;Mastercard;30;"0,44";"0,12";"29,44";03/04/2024
957476923;13/03/2024 - 11:17:52;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,21";"49,07";03/04/2024
957496413;13/03/2024 - 11:36:12;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,08";"19,63";03/04/2024
985790478;12/03/2024 - 20:26:02;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,18";"49,1";03/04/2024
985805922;12/03/2024 - 20:45:40;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,37";"98,18";03/04/2024
985809308;12/03/2024 - 20:50:20;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,37";"98,18";03/04/2024
985818554;12/03/2024 - 21:03:11;Crédito;Pago;1/1;Mastercard;10;"0,14";"0,04";"9,82";03/04/2024
985691352;12/03/2024 - 18:55:23;Crédito;Pago;1/1;Mastercard;"279,6";"4,05";"1,02";"274,53";03/04/2024
985751964;12/03/2024 - 19:44:29;Crédito;Pago;1/1;Mastercard;100;"1,45";"0,37";"98,18";03/04/2024
985232862;12/03/2024 - 13:03:47;Crédito;Pago;1/1;Mastercard;10;"0,14";"0,04";"9,82";03/04/2024
985307542;12/03/2024 - 14:10:51;Crédito;Pago;1/1;Mastercard;"250,24";"3,63";"0,91";"245,7";03/04/2024
985446884;12/03/2024 - 16:17:04;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,07";"19,64";03/04/2024
985510268;12/03/2024 - 17:03:47;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,18";"49,1";03/04/2024
985511934;12/03/2024 - 17:04:53;Crédito;Pago;1/1;Mastercard;"79,13";"1,15";"0,29";"77,69";03/04/2024
985546534;12/03/2024 - 17:26:12;Crédito;Pago;1/1;Mastercard;40;"0,58";"0,15";"39,27";03/04/2024
985043992;12/03/2024 - 10:25:08;Crédito;Pago;1/1;Mastercard;20;"0,29";"0,07";"19,64";03/04/2024
985056880;12/03/2024 - 10:37:36;Crédito;Pago;1/1;Mastercard;130;"1,88";"0,47";"127,65";03/04/2024
985145364;12/03/2024 - 11:55:45;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,18";"49,1";03/04/2024
957005007;12/03/2024 - 18:38:44;Crédito;Pago;1/1;Mastercard;50;"0,72";"0,18";"49,1";03/04/2024
957006655;12/03/2024 - 18:39:53;Crédito;Pago;1/1;Mastercard;"163,39";"2,37";"0,6";"160,42";03/04/2024
